Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Brazil,BRA,Time required to start a business (days),IC.REG.DURS,83.6,86,82.5,82.5,20.1,16.6,..,..,..,..
Brazil,BRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,22.94844221,39.7792836,51.05497558,34.7679517,33.30929416,53.46902376,50.35005548,46.71852941,29.91755026,..
Brazil,BRA,Urban population growth (annual %),SP.URB.GROW,1.189409325,1.170641414,1.127882077,1.102096588,1.094558477,1.060237553,0.951553411,0.808423004,0.731782792,0.779482105
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,16.39,15.327,15.282,14.901,13.325,12.939,11.73,11.048,11.146,..
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.643491396,8.387014882,8.057287535,7.463565017,7.043020253,7.143690278,7.698642534,7.241017469,7.321760005,7.120123879
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,21.09566639,21.03878559,21.4732127,21.1959188,21.07824665,21.40566675,20.20974795,..,..,..
China,CHN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9,99.9,99.9,..,..,..,..,..,..,..
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.304712872,7.145131535,7.105479936,7.226160154,7.533193134,7.645435786,7.756137907,..,..,..
China,CHN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,84.5,..,..,..,..,..,..
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3905.317598,..,..,..,..,..,..,..,..,..
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2224.354898,..,..,..,..,..,..,..,..,..
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.51006091,21.35407988,19.58438005,19.69227699,19.11210354,18.40999232,18.5861392,19.94397383,20.79148225,19.74307349
China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1.77838E+12,1.33377E+12,1.4139E+12,1.71082E+12,1.96156E+12,2.11416E+12,2.32623E+12,2.70225E+12,2.38874E+12,..
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.769,1.67,1.772,1.813,1.554,1.496,1.281,1.164,1.175,..
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2.68097E+11,2.42489E+11,1.7475E+11,1.66084E+11,2.35365E+11,1.8717E+11,2.53096E+11,3.44075E+11,1.90204E+11,42727679407
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,2083574.76,2102942.5,2124598.67,2143394.7,2162190.4,2180986.1,2199781.8,2218577.5,..,..
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1.04756E+13,1.10616E+13,1.12333E+13,1.23105E+13,1.38949E+13,1.428E+13,1.46877E+13,1.78205E+13,1.78818E+13,1.77948E+13
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.950500754,2.238638356,8.448469417,2.989084086,5.2
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,7470,7890,8210,8670,9540,10310,10520,11950,12890,13400
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12720,13140,13810,14730,15940,17210,17750,20260,22360,24380
China,CHN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.02466E+13,1.08832E+13,1.13879E+13,1.21049E+13,1.33855E+13,1.45129E+13,1.48438E+13,1.68836E+13,1.82061E+13,1.88993E+13
China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.74454E+13,1.81295E+13,1.91698E+13,2.05677E+13,2.23552E+13,2.42327E+13,2.50445E+13,2.86209E+13,3.1576E+13,3.43885E+13
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,45.82395276,43.23480666,42.63137693,43.01329739,43.79347517,43.25110564,43.36667423,43.14029907,43.14624761,..
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,29.69541489,30.42194543,30.24264141,30.90723862,31.54509838,30.81720434,31.27558573,30.41012949,23.11867401,..
China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,..
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.39515505,18.11008945,17.31003496,17.94013625,18.45368057,17.48010372,16.1681565,17.35801703,17.55999833,17.57370008
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,6.2,6.4,6.5,6.4,6.5,6.7,7.2,7.4,..,..
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,43.08556811,40.84133997,39.5806215,39.85169845,39.68701182,38.58740546,37.84282172,39.290772,39.32767173,38.28303117
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.031063688,-0.002944094,1.407346027,4.232681975,3.499747636,1.286700408,0.492493918,4.552326579,1.785701642,-0.535569714
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.717,76.977,77.218,77.248,77.744,77.968,78.077,78.211,78.587,..
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,41.06223755,35.73663652,32.80917001,33.36290883,33.26717275,32.05779479,31.69931304,33.64354324,34.95703345,33.36273524
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.738409288,1.776771069,1.76888659,1.711242644,1.673578209,1.682911012,1.756699471,1.613073864,1.595380743,..
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.84598562,92.70071605,97.36386675,104.2265872,116.3882038,122.8132903,120.5961882,121.5382526,124.8775379,..
China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.5,10.7,9.9,9.2,8.6,8,7.5,7,6.6,..
China,CHN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,89.64191541,100,99.77792394,94.33775439,91.45233993,92.66805986,98.50193544,90.22324273,..,..
China,CHN,Net migration,SM.POP.NETM,-198432,-155379,-153054,-180592,-296674,-302609,-33649,-200194,-311380,-310220
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-947070007.3,-306290008.5,-791429992.7,-989940002.4,-705270019.5,-608580017.1,-572500000,-564140014.6,-282320007.3,..
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,29910500593,33104675862,26883278894,28675983092,24305605211,18294313104,18876250770,22479899033,26093633202,29110273775
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,146.1258167,146.9779493,147.8226414,148.7200435,149.4171945,149.9481797,150.3055428,150.4397537,..,..
China,CHN,Population growth (annual %),SP.POP.GROW,0.63032639,0.581456147,0.573050906,0.605245013,0.467672053,0.35474089,0.23804087,0.0892522,-0.013099501,-0.103794532
China,CHN,"Population, total",SP.POP.TOTL,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000,1410710000
China,CHN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.7,0.6,0.1,0,0,0,0,0,..,..
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,7.2,5.7,4.5,3.1,1.7,0.6,0,..,..,..
China,CHN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,10.78141365,10.80102769,10.4016161,10.34425151,9.862447336,9.608120015,8.674705067,8.474380751,8.413084009,..
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.94850159,97.15444183,97.39061737,97.92211914,98.17035675,98.2354126,99.02442932,99.43039703,100.17173,..
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00948,1.01157999,1.010139942,1.013219953,1.014310002,1.015290022,1.012869954,1.011610031,..,..
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,9562911,9562911,9562910,9562910,9562910,9562910,9562910,9562910,..,..
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.678618827,9.376920447,9.122915561,9.419317653,9.052685732,8.49286377,8.090626216,7.965128046,7.700872914,..
China,CHN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,15.93928031,14.58764165,14.58764165,14.73639573,14.74651143,14.74651143,14.74651143,..
China,CHN,Time required to start a business (days),IC.REG.DURS,31.4,31.4,28.9,24.9,8.6,8.6,..,..,..,..
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,3.019717453,4.902748896,6.918755436,7.58735987,8.252718966,9.495168722,9.194780342,8.687711932,10.95834917,..
China,CHN,Urban population growth (annual %),SP.URB.GROW,2.953497442,2.842870548,2.775641769,2.73966382,2.503400504,2.290177234,2.078140058,1.838530282,1.649480857,1.472761965
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.074,8.273,7.582,7.288,8.166,9.662,9.407,9.529,9.442,..
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.55635616,1.605644387,1.437114867,1.542414774,1.648876616,1.522459269,1.579493251,1.617229883,1.913650604,1.924155399
France,FRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,13.6485,14.058,13.218,13.473,13.46146216,13.13603983,13.13603983,..,..,..
France,FRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.3,97.7,97.4,98,98.1,97.6,98.2,..,..,..
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.614807136,4.675935087,4.703475673,4.747916929,4.570517428,4.460164948,3.953682452,..,..,..
France,FRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6939.943525,..,..,..,..,..,..,..,..,..
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3659.087795,3692.017833,..,..,..,..,..,..,..,..
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.6666845,30.59262238,30.24753718,30.94863319,31.71366721,31.59205541,27.32773557,30.03499435,34.68639972,32.67942635
France,FRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2,1.96,1.92,1.89,1.87,1.86,1.83,1.84,1.794,..
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5063648998,43133325471,35623357280,43733253504,77493098693,53499337504,19368829836,98012545019,1.09575E+11,8803377982
France,FRA,Forest area (sq. km),AG.LND.FRST.K2,167526,168360,169194,170028,170862,171696,172530,173364,..,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2.85596E+12,2.43919E+12,2.47296E+12,2.59515E+12,2.79096E+12,2.72887E+12,2.64742E+12,2.95936E+12,2.77909E+12,3.0309E+12
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.540459162,6.435209621,2.454758177,0.703718547
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,43340,41130,39100,38320,41170,42460,39250,43810,45290,45070
France,FRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,41010,41730,43830,45580,47620,52340,49880,55020,58610,62130
France,FRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.87405E+12,2.73726E+12,2.60889E+12,2.56409E+12,2.76477E+12,2.8616E+12,2.65197E+12,2.96892E+12,3.07822E+12,3.07246E+12
France,FRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.71973E+12,2.7772E+12,2.92469E+12,3.05043E+12,3.19784E+12,3.52705E+12,3.37036E+12,3.7284E+12,3.98408E+12,4.23508E+12
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.70983107,22.71232406,22.60939274,23.43619001,23.85725759,24.36464032,24.08561104,24.8974269,26.47565905,25.20994613
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,27.4407038,28.18460929,27.90946271,25.99700542,25.91703366,26.91144459,23.12436476,21.87949821,20.75635998,..
France,FRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,91,91,90,90,90,92,94,94,94,..
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.81211202,31.15907156,30.8526052,32.01321411,32.72428539,32.54941778,29.4544212,31.91731965,38.56345288,34.89768471
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,8,7.9,8,8.1,8,7.8,8,7.7,..,..
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.74593967,17.67969171,17.43413205,17.24115265,17.18837933,17.42467597,16.78585851,16.39562962,16.82211154,18.65085084
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.576944233,1.138248785,0.522559343,0.521577263,0.992224566,1.278592146,2.839876196,1.42394827,2.947216929,5.472333304
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976,82.32439024,82.22926829,..
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,44.04851689,44.15492844,43.22084151,44.4918997,45.09790207,44.91268874,40.41423457,43.9319595,51.94779004,47.32465817
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.862961439,1.872258281,1.917282368,1.908642012,1.843008723,1.836461471,2.002840116,1.915361454,1.938723418,..
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.8881154,104.4996731,105.5973124,107.5983841,109.5588076,111.8637727,112.8271405,116.6934991,118.8472962,..
France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.1,4.2,4.2,4.2,4.3,4.2,4.2,4.1,4.1,..
France,FRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,97.5754041,100,99.53970939,97.71172774,96.71726607,96.90559749,97.98853365,96.39559174,..,..
France,FRA,Net migration,SM.POP.NETM,26585,18807,14729,13175,14391,17403,18335,20614,66601,67761
France,FRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
France,FRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,27976008592,25447506168,25592759188,26805186001,28387547436,28763750644,29983731185,32646501628,33408248744,36909109077
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,121.1053224,121.5367021,121.857823,122.2119706,122.6508802,123.0702941,123.4046994,123.7575339,..,..
France,FRA,Population growth (annual %),SP.POP.GROW,0.468246342,0.35556924,0.263868789,0.290202116,0.358494582,0.341374143,0.271350508,0.285508619,0.305015247,0.292221086
France,FRA,"Population, total",SP.POP.TOTL,66312067,66548272,66724104,66918020,67158348,67388001,67571107,67764304,67971311,68170228
France,FRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,0.1,0.1,0,0,0.1,0.1,0.1,..,..
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,15.6,..,..
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,..
France,FRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,18.70995202,18.69127633,18.65662189,19.12240852,18.67735283,17.73940725,17.24505486,16.88073464,17.36846233,..
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.2803497,101.9896393,102.2604294,102.4172211,102.4644089,102.4476471,102.7326126,102.7441864,102.6964188,..
France,FRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.006850004,1.003419995,1.002500057,1.001940012,1.000800014,0.998740017,0.997049987,..,..,..
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.425827,103.3960419,103.3080978,103.7560806,103.7733307,104.0768967,104.4285812,104.4150314,104.2801514,..
France,FRA,Surface area (sq. km),AG.SRF.TOTL.K2,549087,549087,549087,549087,549087,549087,549086.87,549086.87,..,..
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,15.40359063,15.49931951,15.42601166,15.99922864,15.74210026,14.99018516,14.68212537,13.90206217,14.35637712,..
France,FRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,26.08071835,33.20749968,33.20749968,35.03873619,36.16829082,36.39336762,36.64810158,..
France,FRA,Time required to start a business (days),IC.REG.DURS,4.5,4,3.5,3.5,3.5,4,..,..,..,..
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Urban population growth (annual %),SP.URB.GROW,0.795000594,0.683771062,0.592247249,0.618752779,0.687212829,0.670255811,0.600387385,0.614697662,0.633124073,0.620478932
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.114,8.318,9.511,8.618,8.004,7.524,7.417,7.465,7.186,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.904547675,0.684691591,0.69843113,0.85174892,0.689090612,0.790850031,0.73895403,0.711937967,0.920163743,0.72324297
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,23.394081,23.11900312,22.84392523,22.84392523,22.84392523,22.84392523,22.84392523,..,..,..
Germany,DEU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,96.9,97.1,96.2,97.1,96.2,96.2,..,..,..,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.088527768,9.087344804,9.072972388,8.858344511,8.537042688,7.927187624,7.255221028,..,..,..
Germany,DEU,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7035.482975,..,..,..,..,..,..,..,..,..
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3779.461921,3817.549415,..,..,..,..,..,..,..,..
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.61926331,46.92073836,46.07326285,47.16304068,47.30885914,47.12758088,43.47697967,47.2795201,50.92392973,47.13524833
Germany,DEU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.47,1.5,1.6,1.57,1.57,1.54,1.53,1.58,1.455,..
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,19532082849,62475577278,64744235790,1.09486E+11,1.66916E+11,73974461221,1.76867E+11,1.02155E+11,62728998896,16289401443
Germany,DEU,Forest area (sq. km),AG.LND.FRST.K2,114170,114190,114190,114190,114190,114190,114190,114190,..,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3.88909E+12,3.35759E+12,3.46985E+12,3.69085E+12,3.97444E+12,3.88918E+12,3.88773E+12,4.2785E+12,4.08247E+12,4.45608E+12
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.209543431,1.491931528,2.229999868,2.680231114,0.981232606,1.075471636,-3.826768716,3.163819942,1.806208967,-0.304934576
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,47640,45780,44280,43760,47490,49410,47970,52050,54030,53970
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,47950,48690,51830,54340,57060,60430,59560,64330,69210,72110
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3.85831E+12,3.74002E+12,3.64662E+12,3.61706E+12,3.93744E+12,4.10552E+12,3.98901E+12,4.32996E+12,4.52764E+12,4.55913E+12
Germany,DEU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.88339E+12,3.97771E+12,4.2685E+12,4.49125E+12,4.73033E+12,5.02146E+12,4.95294E+12,5.35164E+12,5.79941E+12,6.09239E+12
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.37029066,19.74294325,19.96742952,20.96227304,21.91959471,21.86974506,21.96928076,23.21657521,25.02869627,23.5709606
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.20601614,17.82123201,18.07932578,15.84732615,15.74446286,16.38465067,15.49963163,15.38139127,15.99120886,..
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,97,97,97,97,97,97,..
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.00083008,39.32548626,38.69638311,40.07416227,41.2110119,41.19080858,37.67037926,41.88157404,48.95641004,42.97328907
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,8.2,8.1,8,8,8,7.9,7.8,..,..,..
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,27.01099599,27.10978858,27.56850648,27.46232202,27.30627405,26.99111427,26.70737691,27.03409861,26.90219536,28.08185074
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.877939854,1.853678824,1.327752223,1.503738989,2.007492441,2.130309051,1.872585648,3.019638074,5.268325424,6.628008069
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,81.04146341,80.7902439,80.70560976,..
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,69.4611048,70.80498307,68.86979594,70.74518335,71.57963382,70.02483012,65.70201286,71.47951823,79.81546481,70.71283013
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.149941997,1.137338427,1.151230373,1.153403721,1.170548545,1.262150257,1.373585715,1.32678559,1.39005501,..
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,121.5873792,117.4073504,125.6749823,132.7695384,129.6794748,128.9265144,128.8867207,127.5648538,125.2251369,..
Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4,3.9,3.9,3.9,3.8,3.7,3.7,3.6,3.6,..
Germany,DEU,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,97.1519132,100,102.3007401,100.234451,99.1337394,100.1989858,101.8980375,98.83209487,..,..
Germany,DEU,Net migration,SM.POP.NETM,369027,397921,432017,430803,392587,360560,334055,312735,154592,155751
Germany,DEU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,17048571932,15565846786,15192007973,17692276866,18903420949,18339309879,18174837589,19525985756,19006217352,20430799208
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,232.1080539,234.1529869,235.7129294,236.5887226,237.2940123,237.8229543,238.0173188,238.1180858,..,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.225519874,0.081693159,0.042327057,0.720875456,0.81326925
Germany,DEU,"Population, total",SP.POP.TOTL,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,84482267
Germany,DEU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,0,0,0.2,0,0.2,0.2,..,..,..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,16.1,16,14.8,..,..
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Germany,DEU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,0.5,..,..,..,..,..,..,..
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.48845673,102.0928574,99.69753265,97.57306671,98.58837128,99.6325531,98.38349152,100.9737015,..,..
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.94910553,12.8198587,12.575078,12.61480919,12.80601405,12.83517217,12.03644237,12.5075122,12.52457562,..
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.6218185,102.7024612,101.4060669,101.7387085,102.6453781,102.5474701,101.9966583,101.34655,..,..
Germany,DEU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.965309978,0.966109991,0.963729978,0.957650006,0.960990012,0.965369999,0.970099986,..,..,..
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.3038712,102.1924133,100.8523102,101.0956421,100.8373032,101.1525574,101.3078003,101.203537,..,..
Germany,DEU,Surface area (sq. km),AG.SRF.TOTL.K2,357380,357410,357580,357580,357580,357580,357590,357590,..,..
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.4825632,11.47872896,11.29612025,11.41912242,11.45698198,11.41054831,10.55133633,11.20231102,11.22967079,..
Germany,DEU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,38.72689503,38.78740347,38.78740347,38.46910538,38.83287543,38.54171536,38.65875663,..
Germany,DEU,Time required to start a business (days),IC.REG.DURS,14.5,10.5,8,8,8,8,..,..,..,..
Germany,DEU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,0.429833546,0.878656939,0.838301068,0.421625392,0.366515156,0.308266936,0.181157523,0.159749771,0.854901972,0.96383654
